Date,Question,Comment,Purpose,Customer focused,Innovation ,One team,Empowered/Development/ (Potential),Diversity & Well-Being,Score,Group,Driver/Value
2024-05-01 00:00:00,"Most days, I feel a sense of accomplishment from what I do.",learning a lot at my stage of training.  but I feel helpful to customers,0,1,0,0,1,0,10,Engagement,Accomplishment
2024-04-05 00:00:00,The demands of my workload are manageable.,"The demands of my workload are manageable but we are currently at our 'stretch' capacity. There is not room for more. Some of my co-workers are extremely stretched, approaching unmanageable and this is affecting them.",0,0,0,0,0,1,7,Engagement,Workload
2024-05-02 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,Flexi work and flex holidays are wonderful,0,0,0,0,0,1,9,Engagement,Autonomy
2024-05-01 00:00:00,My manager communicates openly and honestly with me.,Katharina is open & honest and I can go to her to discuss everything which makes her a good leader who I value and trust,0,0,0,1,0,0,10,Engagement,Management Support
2024-04-08 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,would like to know if there will be changes in benefits as part of Danaher,1,0,1,0,0,0,8,Company Questions,Transition
2024-05-03 00:00:00,"At work, my opinions seem to be valued.",I was told it was,0,0,0,0,0,0,10,Engagement,Freedom of Opinion
2024-05-03 00:00:00,My coworkers are committed to doing quality work.,"I notice that there are people on my team who go above and beyond, and I want that to be also noticed by our management team. However, the reason I'm giving this a 6 is because there are enough people on my team that are not doing quality work. Whether it be because they are rushing to just get their work done and on to the next, or if it's because they simply do not care. I feel this is not addressed as much and being on a team that is contract heavy, it is frustrating to see the difference between those who want the position and those who do not. Unfortunately, those who have the position are not always the ones that want that position, therefore are not committed to doing quality work. I understand that sometimes it is due to personal reason; but to that I want to say that for the amount of time I have worked here, I have witnessed the lack of care since the beginning. So, unless the personal reason has been for that long, I will see this as a mere excuse. There is a clear lack of consequence on this team and sadly some are taking advantage of this. It is very frustrating.",0,0,0,1,0,0,6,Engagement,Peer Relationships
2024-05-09 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,There is still some unknowns with the Danaher transition,0,0,0,0,0,0,8,Engagement,Strategy
2024-05-07 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,I am in total control of my schedule as long as my work is being completed on time.,0,0,0,0,0,1,10,Engagement,Autonomy
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Yeah, they are making improvements. It's changing for the better.",1,0,0,0,0,0,9,Company questions,Transition
2024-05-07 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,variety of activities to promote healthy lifistyle,0,0,0,0,0,1,9,Engagement,Organizational fit
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"The culture is great, and the people are fantastic as friends. But not necessarily as coworkers. It has become a very weird place for me. I'm honestly not sure I would recommend it as a place to work. Some negatives I'll point out are: 
- There is a lot of work with very little recognition. 
- they try to get people to work as much as possible for as little pay as possible. 
- there are no pay brackets. 
- senior leadership lacks, half the time they have no clue what is going on 
- little to no communication
- stretched thin in multiple different areas 
But it seems like they will hire ANYONE regardless of their qualifications",1,0,0,1,0,1,5,Engagement,Engagement
2024-04-09 00:00:00,I can count on my coworkers to help out when needed.,Coworkers have been and continue to be the best part of coming to work here.,0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-05-09 00:00:00,My coworkers are committed to doing quality work.,Employees here do earnestly care about doing good quality work for the customer and in most cases our challenges are about harnessing that commitment into positive results,0,1,0,0,0,0,9,Engagement,Peer Relationships
2024-05-02 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I like that innovation is now part of company strategy, but I'm looking forward to seeing how that's implemented on the ground, and within teams.",0,0,1,0,0,0,9,Company questions,Transition
2024-05-08 00:00:00,My coworkers welcome opinions different from their own.,"In logistics yes, outside of logistics communication is sometimes irregular or mixed",0,0,0,1,0,0,5,Engagement,Freedom of Opinion
2024-05-10 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"One of my favorite sayings is ""The grass isn't always greener, it could be AstroTurf"". When awesome is your norm, you get used to it and potentially expect more. For example the FREE Bananas are just too green. I think sometimes we forgot what an amazing company Abcam is. I know people that have to pay for their coffee out of a machine, imagine that!! I loved swapping my bank holiday to another day to suit me, thank you Abcam. In addition to this, the support and understanding from Managers when things are tough is second to none. Add on top of all that , the work is interesting and challenging. Just love it.",1,0,0,0,0,1,10,Engagement,Engagement
2024-05-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I think it will drives more accountability, etc. This will be great.",0,0,0,0,0,0,10,Company questions,Transition
2024-04-08 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,I love the fact that I can balance life in the office with WFH.  It enriches my time at work and at home (win win!),0,0,0,0,0,1,10,Engagement,Autonomy
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,too early to tell,0,0,0,0,0,0,5,Company Questions,Transition
2024-05-01 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.",Booked rooms with no one in them!,0,0,0,0,0,0,5,Engagement,Environment
2024-05-10 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I'm cautiously optimistic about Danaher,0,0,0,0,0,0,8,Company questions,Transition
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I hear positive things about the implementation of DBS and daily stand ups in other areas of the business (VTQ and IHM). I hope there will be plenty of support and we'll all learn to adapt to this new way of working and that it will be a positive change.,0,0,1,0,0,0,9,Company Questions,Transition
2024-05-10 00:00:00,My manager communicates openly and honestly with me.,"There has not been much open and honest conversation in the previous months: individuals were kept in the dark and not informed of their new line manager ahead of the offical annuouncement to the wider team; regular check-ins feel transactional with no communication about actual career/personal development or feedback of how to improve and develop in the current role (what goes well/what doesn't etc). Unfortunately, there is no guidance on priorities and it is up to the team member to constantly bring it up for further discussion.",0,0,0,1,0,0,2,Engagement,Management Support
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,Just above new minimum wage!,0,0,0,0,0,1,1,Engagement,Engagement
2024-04-03 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.",The office has fantastic facilities,0,0,0,0,0,1,10,Engagement,Environment
2024-04-03 00:00:00,I can count on my coworkers to help out when needed.,"Some teammates I can count on 100% without a doubt, I'd say about 70% of my immediate PEX team. For the other 30% of my immediate PEX team, I feel like they are counting on support for things from me too much and it isn't reciprocal.",0,0,0,1,0,0,8,Engagement,Peer Relationships
2024-05-07 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,Appreciating the updates we have from our senior leaders at the team and department meetings.,0,0,0,1,0,0,9,Engagement,Strategy
2024-05-08 00:00:00,I feel that I’m growing professionally.,team walls prevent making system improvements and learning,0,0,0,0,1,0,3,Engagement,Growth
2024-05-01 00:00:00,My manager communicates openly and honestly with me.,"Danielle Norby, has always done this and continues to in her new role. I'm grateful for that & her leadership.",0,0,0,1,0,0,10,Engagement,Management Support
2024-05-02 00:00:00,How likely is it that you would recommend Abcam as a place to work?,It's generally a pretty good place to work in the area.,0,0,0,0,0,1,8,Engagement,Engagement
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Danaher processes will help us serve our customers faster,1,1,0,0,0,0,10,Company Questions,Transition
2024-04-03 00:00:00,The demands of my workload are manageable.,It's just nuts with the Danaher integration and trying to turn around performance,0,0,0,0,0,0,7,Engagement,Workload
2024-05-03 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"I'm confirdent in the abilities and motivation of the current leadership, and see more positives coming from being part of Danaher",1,0,0,0,0,0,9,Engagement,Engagement
2024-04-05 00:00:00,I have the opportunity to do challenging things at work.,YES ...but right now I feel things are harder than they need to be ....we have systems that don't talk to each other and people trying to stand in the gaps....we feel very inefficient to me right now,0,0,0,1,0,0,10,Engagement,Accomplishment
2024-05-01 00:00:00,My job enables me to learn and develop new skills.,I am given the opportunity and encouraged to stretch and grow,0,0,0,0,1,0,10,Engagement,Growth
2024-04-09 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,The biggest hope or wish in transition to Danaher is to know the career path that we can take as well as the benefits/bonus that comes along. First quarter has ended and we have not hear any news of it.,0,0,0,0,0,1,10,Company Questions,Transition
2024-04-03 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,Having flexibility and acceptance of my life as a sole provider to my child has made my experience working at Abcam one that I am grateful for and continue to push myself further to feel secure in my employment.,0,0,0,0,0,1,10,Engagement,Organisational Fit
2024-04-03 00:00:00,I have the opportunity to do challenging things at work.,"The volume is definitely challenging, but the amount of 'admin' work I have to do means I can't have the impact I want to have.  Proper tooling will help with this.",1,0,0,0,0,0,7,Engagement,Accomplishment
2024-04-04 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,can have discussion but no pay bracket available for role,0,0,0,0,0,1,7,Engagement,Reward
2024-05-06 00:00:00,I see a path for me to advance my career in our organization.,"SciSup really only has opportunities for advancement out, not within the group. I don't see my current role as on par with other ""Field application scientist"" roles at other companies, though that is perhaps the best fit? In my estimation those roles have a lot more opportunities for technical training and development (i.e., becoming a true expert in a subset of applications/instruments, etc), which is generally good training for career development (it would make you attractive/competitive for jobs outside of your current job). I fear that the fact SciSup at Abcam does not have similar training or specialization limits my ""marketability"" for other careers. In other words, unless you move out of SciSup, it is a bit of dead end.",0,0,0,0,1,0,5,Engagement,Growth
2024-05-03 00:00:00,The demands of my workload are manageable.,"Yes, for the most part.",0,0,0,0,0,0,7,Engagement,Workload
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,There are lot of people have been recommended but there is no proper response from the team.,0,0,0,0,0,1,5,Engagement,Engagement
2024-04-05 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Great environment, team members, and superior.",0,0,0,1,0,1,10,Engagement,Engagement
2024-04-03 00:00:00,My manager provides me with the support I need to complete my work.,"I know it can't be helped, but since the manager is not here, we are not fully aware of some of the contents, and sometimes  decision is made by guessing with a little information.",0,0,0,1,0,0,7,Engagement,Management Support
2024-05-06 00:00:00,I see how my work contributes to positive outcomes for our customers.,"Only for direct Distributors purchasing SureFire Kits as this is the only Customer contact, we have.  
Yes, for the SimpleStep and Conjugation kit products we supply and are sold to Abcam Customers",0,1,0,0,0,0,10,Engagement,Meaningful Work
2024-04-03 00:00:00,I can count on my coworkers to help out when needed.,Some of them,0,0,0,0,0,0,5,Engagement,Peer Relationships
2024-04-05 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.",There are a lot of options to find space for conversations and collaboration,0,0,0,0,0,1,10,Engagement,Environment
2024-04-03 00:00:00,Most days I feel a sense of accomplishment from what I do.,Never ending flow of building laptops and not enough time to do projects,1,0,0,0,0,0,6,Engagement,Accomplishment
2024-04-03 00:00:00,My manager provides me with the support I need to complete my work.,"Yeah, Ben does a good job of supporting the team while avoiding micromanaging. He's there for support when we need it, but by default it's our responsibility to manage problems in our portfolio.",0,0,0,1,0,1,9,Engagement,Management Support
2024-04-04 00:00:00,"If I do great work, I know that it will be recognised.",positive feedback is given by our department managers,0,0,0,1,0,0,10,Engagement,Recognition
2024-04-05 00:00:00,I'm given enough freedom to decide how to do my work.,I can WFH but the new Logistics office is so much farther from my home than the old office that I have to gauge how I can handle the commute and how I can balance work and personal time,0,0,0,0,0,1,8,Engagement,Autonomy
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I do as the analytical rigour and drive will help sharpen the process.  The culture will change but I am conscious of the styles I have seen so far.,1,0,0,0,0,0,6,Company Questions,Transition
2024-05-06 00:00:00,I see how my work contributes to positive outcomes for our customers.,"Under the leadership of our manager, we worked together to develop new work goals and plans, set up work rating indicators and review and update them regularly.",0,0,0,1,0,0,10,Engagement,Meaningful Work
2024-04-04 00:00:00,My coworkers are committed to doing quality work.,My team work very hard on their own and when we work together i could not ask for a better team,0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-04-08 00:00:00,"At work, I know what I'm expected to deliver.","I know the list, but prioritization across teams of what is the most important thing to get done first is difficult to get alignment",1,0,0,1,0,0,8,Engagement,Goal-Setting
2024-04-10 00:00:00,I see a path for me to advance my career in our organisation.,I feel a bit discouraged in my potential to advance here because of the way that promotions typically work (ie needing to already meet the expectations of your wanted role before you are considered for it) and due to the  length of the year-long promotion cycle,0,0,0,0,0,1,7,Engagement,Growth
2024-05-09 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"It is an amazing place to work. Great people, dynamic, friendly culture. The only thing which could be improved a bit is vertical communication.",0,0,0,0,0,1,9,Engagement,Engagement
2024-04-03 00:00:00,I feel that I’m growing professionally.,No clear criteria and opportunities for promotion or professional growth in current structure. Squiggly careers are far and few yet are being pushed as the way to develop within the company.,0,0,0,0,1,0,2,Engagement,Growth
2024-05-10 00:00:00,My job enables me to learn and develop new skills.,Danaher & DBS have brought lots of new tools and challenged the way we worked. The sessions have been good and it's been good to have DBS reps on-site to support.,1,0,1,0,0,0,9,Engagement,Growth
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Process improvement is necessary to restore our ability to deliver a good customer experience. Is it possible to implement DBS processes and maintain the start up-feel culture and collaborative spirit?,0,1,0,0,0,0,7,Company Questions,Transition
2024-04-08 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,The townhall with Markus was helpful.,0,0,0,1,0,0,10,Engagement,Strategy
2024-04-04 00:00:00,"At work, my opinions seem to be valued.","I feel my opinions, views are listened to by managers",0,0,0,0,0,0,10,Engagement,Freedom of Opinions
2024-05-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I think the further conglomeration of businesses by hedge funds is harming progress,1,0,0,0,0,0,6,Company questions,Transition
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,Don't know where the company is heading. A lot of changes right now so probably not the right time to recommend anyone to work here until we figure out where were heading.,1,0,0,0,0,0,6,Engagement,Engagement
2024-05-06 00:00:00,My manager provides me with the support that I need to complete my work.,most of the time - somedays not at all,0,0,0,0,0,0,9,Engagement,Management Support
2024-05-06 00:00:00,My manager provides me with the support that I need to complete my work.,My manager is good at this.,0,0,0,1,0,0,10,Engagement,Management Support
2024-05-02 00:00:00,My coworkers welcome opinions different from their own.,I think it's getting better to be able to voice differing opinions,0,0,0,1,0,1,9,Engagement,Freedom of Opinion
2024-05-10 00:00:00,"Most days, I feel a sense of accomplishment from what I do.","While most days have a sense of accomplishment, there is always more to do. 
3 years in we are starting to get a handle on the practicalities and complex inter relationships of Oracle.",1,0,0,0,0,0,9,Engagement,Accomplishment
2024-05-02 00:00:00,"If I do great work, I know that it will be recognized.","yes, I am recognised every time I do a great work",0,0,0,1,0,0,9,Engagement,Recognition
2024-04-04 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","We are so lucky to work in a great place, the building offers so many different places to chat and relax",0,0,0,0,0,1,9,Engagement,Environment
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,I feel in a rut with no real way out.,0,0,0,0,1,0,3,Engagement,Growth
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"For the most part true, but I'm unsure how he transition will really affect my job and how to integrate into the new Abcam",0,0,0,0,0,0,9,Company questions,Transition
2024-05-08 00:00:00,I feel that I’m growing professionally.,Need more assistance in order to achieve full potential,0,0,0,0,1,0,9,Engagement,Growth
2024-05-02 00:00:00,"At work, my opinions seem to be valued.","Still trying to find a way to ensure that my voice is heard with new DHR stakeholders in the team I support.  I think I am making headway, but not sure HR is valued in the same way.  Seems I may have to prove I have the operational chops to ""be heard"", but I'm determined.",1,0,0,0,0,0,7,Engagement,Freedom of Opinion
2024-05-08 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Benefits remain to be seen. This ICP bonus is not good. Change in structure was promising, but the rewards are changing my tune.",0,0,0,0,0,0,0,Company questions,Transition
2024-04-04 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Still waiting to know what our benefits are going to be. I have people ready to apply based on Abcams current benefits. If the benefits become worse, I would no longer recommend abcam.",0,0,0,0,0,1,5,Engagement,Engagement
2024-05-03 00:00:00,My manager communicates openly and honestly with me.,Manager has time to review current projects which is great but no review of how well you are performing or what could be better.,0,0,0,1,0,0,6,Engagement,Management Support
2024-04-09 00:00:00,How likely is it you would recommend Abcam as a place to work?,Abcam is a professional work environment,0,0,0,0,0,1,8,Engagement,Engagement
2024-04-08 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,never had this sort of conversation,0,0,0,0,0,0,5,Engagement,Reward
2024-05-03 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"I am really glad to be working in Abcam Singapore office. Great SD in HJ supporting us even thou she is not in SG. Great manager in Edmund providing guidance and support., Great site leader In Rich that go the extra mile and listen to our feedback and Great colleagues that support each other. *Rich is like an Aladdin genie, a mention of our fridge beverages and voila it is filled with nice fruit juices.* Hoping for more good things to come. ++",0,0,0,1,0,1,10,Engagement,Engagement
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,Not using full potential.,0,0,0,0,1,0,4,Engagement,Growth
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,This is not clear enough for the moment. I need to discuss it with my manager.,0,0,0,0,0,0,8,Engagement,Growth
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Still unsure on this. Awaiting further information on any benefits that will come from the requisition. Targets have increased as we'll be getting some trackers etc on the wall soon. Not sure how this will go but it may be a positive step in the long-run.,1,0,0,0,0,0,7,Company Questions,Transition
2024-05-02 00:00:00,I can count on my coworkers to help out when needed.,The team has a great work ethos and support each other well.,0,0,0,1,0,0,9,Engagement,Peer Relationships
2024-04-03 00:00:00,The demands of my workload are manageable.,"Adjusting to ever reducing lead time expectation and increased reporting, whilst trying to balance multiple pipelines.",0,0,0,0,0,0,7,Engagement,Workload
2024-04-03 00:00:00,My manager cares about my opinions.,My line manager is a very good listener and takes my opinions seriously.,0,0,0,1,0,0,9,Engagement,Freedom of Opinions
2024-05-03 00:00:00,I see a path for me to advance my career in our organization.,Not defined during 1-1 meetings with line manager. No goal setting or clear way to progress to next level.,0,0,0,0,1,0,3,Engagement,Growth
2024-05-10 00:00:00,"Most days, I feel a sense of accomplishment from what I do.","There is very little alignment on processes between the sites, there is a culture of tradition over scientific relevance. We change how we run experiments often so it's really difficult to see how experiment I run are providing informative data since there is no established standard within the company.",1,0,0,1,0,0,5,Engagement,Accomplishment
2024-05-01 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,In this transitional period it is difficult to understand our goals,1,0,0,0,0,0,6,Engagement,Strategy
2024-04-08 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,Update on SLT level promotions and critical team restructuring can be improved internally.,0,0,0,0,1,0,8,Engagement,Strategy
2024-05-09 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Good place, many opportunities",0,0,0,0,1,1,9,Engagement,Engagement
2024-04-09 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,everytime there is a change in a company is always a good thing. it can only get better with time. thats the goal in all walk of life.,0,0,1,0,0,0,10,Company Questions,Transition
2024-05-06 00:00:00,My manager cares about my opinions.,I don't feel heard at all.,0,0,0,1,0,1,6,Engagement,Freedom of Opinion
2024-04-08 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I think that the acquisition of Abcam by Danaher will bring a wave of positive transformation in terms of enhanced efficiency, increased profitability and elevated professionalism within the organisation, however, amidst the transition, we must remain committed to preserving and nurturing the distinctive culture and diverse workforce that defines Abcam.",1,0,0,0,0,0,8,Company Questions,Transition
2024-05-03 00:00:00,"At work, my opinions seem to be valued.",It is made clear that everyone is valued in the team and can contribute ideas,0,0,0,1,0,1,10,Engagement,Freedom of Opinion
2024-04-03 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,Leaps and bounds over other organizations I have been part of over the years.,1,0,0,0,0,0,10,Engagement,Strategy
2024-05-02 00:00:00,I see how my work contributes to positive outcomes for our customers.,"Although not directly customer facing, our goals align with providing the best product and experience for our customers. We are all customers, and I wish to put forth the same experience I receive from other great corporations.",1,1,0,0,0,0,9,Engagement,Meaningful Work
2024-04-05 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,we can talk about them but there's no impact that anyone can make outside of the yearly reviews which they also have very little impact on.,0,0,0,0,0,1,7,Engagement,Reward
2024-04-09 00:00:00,The demands of my workload are manageable.,Not able to fully focus on the work I've been told is a priority,1,0,0,0,0,0,1,Engagement,Workload
2024-05-01 00:00:00,My coworkers welcome opinions different from their own.,We actually have a good mix of conversations amongst managers and new opinions are always considered,0,0,0,1,0,0,9,Engagement,Freedom of Opinion
2024-04-03 00:00:00,My manager provides me with the support I need to complete my work.,"I just want all of the resources easily accessible that I need to do my job. There are so many titles, senior, team lead, manager. I'm not sure what everyone is doing process wise that is solidifying anything for us. Our team leads are processing orders which IMO takes away from what they actually need to be focus on and just makes them responsible for one task all day but they see the ""numbers"" go down and that's all that matters. Telling everyone I'm here if you need help is not support, that goes for leads and managers. Lot of people holding titles with not a lot of experience leading IMO",0,0,0,1,0,0,2,Engagement,Management Support
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,There’s always something to do.,0,0,0,0,0,1,10,Engagement,Engagement
2024-05-10 00:00:00,"If I do great work, I know that it will be recognized.",My Manager is great at telling me so.,0,0,0,1,0,0,10,Engagement,Recognition
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,I am optimistic about the changes coming from Danaher for the future.,0,0,1,0,0,0,9,Engagement,Engagement
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I wasn't here for very long before we were part of Danaher so it's difficult for me to judge this.,0,0,0,0,0,0,8,Company Questions,Transition
2024-05-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,skeptical but hoping for the best.,0,0,0,0,0,0,7,Company questions,Transition
2024-04-08 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,"There have definitely been improvements, but I think there are still gaps when it comes to all staff knowing goals and strategies. The farther you are from the top, the less engagement there is with the goals (even though typically these are the people physically getting us to hit those goals).",1,0,0,0,0,0,8,Engagement,Strategy
2024-05-10 00:00:00,I see a path for me to advance my career in our organization.,"Abcam acts like they care about career growth, but they hire outside the company for most of their roles.  The hiring manager in another department has made empty promises to me multiple times, and it has made me feel extremely undervalued and frustrated when that didn't come to fruition.",0,0,0,0,1,0,1,Engagement,Growth
2024-05-01 00:00:00,I see a path for me to advance my career in our organization.,promotion seems to be a topic we just don't discuss,0,0,0,0,1,0,5,Engagement,Growth
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,transitions are often difficult,0,0,0,0,0,0,7,Company Questions,Transition
2024-05-01 00:00:00,"At work, I know what I'm expected to deliver.",Communication is clear and objectives and goals are clearly stated.,1,0,0,0,0,0,9,Engagement,Goal Setting
2024-05-08 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Things have changed since the acquisition, I think it is still a good place to work but only time will tell if this remains the same",0,0,0,0,0,1,7,Engagement,Engagement
2024-05-01 00:00:00,My coworkers welcome opinions different from their own.,"Most do, some are very rigid",0,0,0,1,0,0,9,Engagement,Freedom of Opinion
2024-04-05 00:00:00,My manager communicates openly and honestly with me.,"Straightforward, motivating, and very attentive. This team would not be functional without her lead.",0,0,0,1,0,0,10,Engagement,Management Support
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I have already seen improvements with Danaher and hope the trend continues in a positive way,1,0,0,0,0,0,9,Company questions,Transition
2024-05-01 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,The strategy is often communicated in terms of broad concepts. I'd be keen to hear more specifics about how it affects my work approach/focus.,1,0,0,0,0,0,6,Engagement,Strategy
2024-04-03 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,I would appreciate to hear more about goals and straregies,1,0,0,0,0,0,8,Engagement,Strategy
2024-04-08 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.",There are lots of places,0,0,0,0,0,1,10,Engagement,Environment
2024-05-01 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,I know I can have these conversations which is great. It just has been slow to get the information due to the danaher acquisition but I understand that progress is being made.,0,0,0,0,0,1,9,Engagement,Reward
2024-05-08 00:00:00,"If I do great work, I know that it will be recognized.","Recognition should be reflected in pay, bonus and career growth, all missing in this team.",0,0,0,0,1,1,5,Engagement,Recognition
2024-05-09 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"I think so, although I think it will become clearer once we have been part of DH longer and see their priorities.",1,0,0,0,0,0,8,Engagement,Strategy
2024-04-09 00:00:00,How likely is it you would recommend Abcam as a place to work?,Flexible working is a great asset,0,0,0,0,0,1,9,Engagement,Engagement
2024-05-06 00:00:00,I see a path for me to advance my career in our organization.,This has definitely has dimmed over the past year and feel less opportunistic.,0,0,0,0,1,0,6,Engagement,Growth
2024-04-08 00:00:00,"If I do great work, I know that it will be recognised.",My manager is keen to recognise when the team do great work.,0,0,0,1,0,0,9,Engagement,Recognition
2024-04-08 00:00:00,My manager communicates openly and honestly with me.,I am comfortable to talk with my manager and believe they are honest,0,0,0,1,0,0,10,Engagement,Management Support
2024-04-03 00:00:00,"At work, I know what I'm expected to deliver.","Targets, KPIs and pipelines are told in advance so we know how many of each we're required to deliver",1,0,0,0,0,0,8,Engagement,Goal-Setting
2024-05-08 00:00:00,"At work, my opinions seem to be valued.",it there is a consultant around to do the work then it won't be me doing the work,0,0,0,0,0,0,6,Engagement,Freedom of Opinion
2024-05-01 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,"Yes, it does, I need to mention they possibility of working abroad so foreign people can visit their families more often.  This is really important to me, the reason I don't give a 10 is because I wish it wasn't so strict to the 10 days per year, I feel a bit limited if I need to use 1 or 2 extra days... always calculating the best way fo using the allowance as much as I appreciate it.",0,0,0,0,0,1,9,Engagement,Organizational fit
2024-05-03 00:00:00,I feel that I’m growing professionally.,I feel there is no opportunity or bandwidth to develop myself at Abcam,0,0,0,0,1,0,1,Engagement,Growth
2024-04-03 00:00:00,My manager cares about my opinions.,Absolutely. He asks my opinions and relies on me to incorporate my visions or experience to leading his department.,0,0,0,1,0,0,9,Engagement,Freedom of Opinions
2024-05-10 00:00:00,My coworkers are committed to doing quality work.,Feels like the push is to get things done fast over quality.,0,0,0,1,0,0,4,Engagement,Peer Relationships
2024-04-03 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"I know this is being considered, but it would be great to hear about the new share program. The abshare program was a huge advantage to working at abcam! It really helped offset the the discrepancies between salaries and living expenses in Boston.",0,0,0,0,0,1,8,Engagement,Reward
2024-05-09 00:00:00,"Most days, I feel a sense of accomplishment from what I do.","It feels like one step forward one step back on our team. After strategy sessions it was noted that we are trying to move away from spending so much time on non science complaints, but I have not heard any clear plan of this happening. The ability of team members to ""feel empowered"" to make the best resolution for the customer seems to be swindling, as we constantly have different rules and guidelines to learn and follow, the latest being manager approval for anything flexible outside the guarantee. We have had a backlog of incidents for at least a month and seem to be getting less efficient",0,1,0,1,0,0,5,Engagement,Accomplishment
2024-05-06 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,Still feel a need for more communication here.,0,0,0,1,0,0,8,Engagement,Strategy
2024-05-07 00:00:00,I feel that I’m growing professionally.,"No micro-management. Manager is supportive and creates room for me to grow. However, I would appreciate clearer objectives and metrics.",0,0,0,1,0,0,8,Engagement,Growth
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,"I have given presentations to university students, and they love Abcam. I am always disappointed how few positions we have on offer. I wish we had more openings in Eugene.",1,0,0,0,0,1,10,Engagement,Engagement
